x exact r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30 r31 r32 r33 r34 r35 r36 r37 r38 r39 r40 r41 r42 r43 r44 r45 r46 r47 r48 r49 r50 r51 r52 r53 r54 r55 r56 r57 r58 r59 r60
7.05 -4.005017693507243e-15 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -2.84734151237519e-08 -1.021168072910295e-08 2.156895931441916e-07 1.972050791015434e-07 -5.118064898027268e-07 -8.700533458123541e-07 -1.474186166817806e-07 2.535768454566484e-06 6.009873907543697e-06 -1.391137944999354e-06 -7.152261481707151e-06 -1.031501509520776e-06 4.889675257757659e-06 2.990678747950919e-06 -2.332207644327744e-06 -4.76575750192053e-06 -2.14685150447486e-06 7.801373016969907e-07 4.003265484041614e-07 9.608029615819145e-08 -7.665690735092046e-08 -4.592989390843716e-08 -2.388770188820931e-08 -1.053270394820443e-08 -6.293822637597339e-09 -2.716453895517466e-09 -1.428622317049377e-09 -4.971771329218949e-10 -1.990199043137973e-10 -3.887933559701048e-11 6.910030107856472e-12 1.290860513441475e-11 8.627213179021967e-12 3.139263190076792e-12 1.370337458987932e-12 4.707143730771339e-13 -2.71645167943603e-14 -1.946307606148244e-13 -1.764261712925631e-13 -9.776635152351573e-14 -4.496324997091266e-14 -2.036749628299966e-14 -8.553415692894473e-15 -5.448580146509573e-15
7.199999999999999 -6.081666858894134e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -7.627710933137381e-09 -5.034683472730797e-09 3.871459115537033e-08 5.290997626078245e-08 -9.210287990210511e-08 -2.163426707762879e-07 -5.617409387409291e-07 7.194117175000642e-07 1.219890827715555e-06 -3.782616113738534e-07 -1.17936263918014e-06 7.663726742417094e-07 2.296034755983078e-06 1.626702344805362e-06 -4.821079046356486e-07 -1.234542263470528e-06 -2.843060449173061e-07 3.131772256379731e-08 1.58584989529964e-07 5.205794231486063e-08 -5.494330231653073e-09 4.550315193944499e-09 1.577420859769798e-09 -6.228821250638036e-10 -4.9957256029143e-10 -4.536548832282392e-10 -1.919189820659839e-10 -9.491506260095565e-11 -2.182757494465099e-11 -4.283936078886814e-13 5.76860380031076e-12 4.640601160076368e-12 2.043395472020866e-12 9.141269085678652e-13 4.469187360286045e-13 1.911474020172309e-13 9.453811142228754e-14 3.445019111425494e-14 1.216866374672112e-14 1.749109725578998e-15 -7.886703846804505e-16 -1.869434752106183e-15 -9.861852154013166e-16
7.35 -3.245505861672672e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 -1.111185192476979e-09 -1.145005670880348e-09 6.348903911804286e-09 1.306365544693844e-08 4.290861748627863e-10 -7.635333483817248e-08 -1.955127294375577e-07 1.112147929802257e-07 3.546379409657331e-07 -4.15722818185889e-08 -3.05895275083774e-07 -1.397993214871556e-08 4.411532588386129e-07 5.141361206945962e-07 7.612066714504164e-08 -2.028249256936268e-07 -7.153745831820754e-08 3.615524540802224e-08 4.706365690797774e-08 1.003840346363241e-08 8.066160977149568e-09 3.335405661306523e-09 1.289412809993572e-09 4.288225944509007e-10 9.435043979688338e-11 1.937207451398617e-11 -2.716599176093292e-12 2.457562348677056e-12 2.797100896660583e-12 2.139648302417447e-12 1.206739497178906e-12 4.949876328682591e-13 1.865199922560319e-13 1.124066300523857e-13 5.664436829091099e-14 4.966290397866927e-14 2.921550024337845e-14 1.564311869019407e-14 7.073597963031197e-15 3.117250668960224e-15 1.118073688047458e-18 2.91735101233968e-18
7.5 -9.085499525883885e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -1.658557905199398e-10 -2.73863167292438e-10 9.441567714393688e-10 2.828634757290108e-09 8.932568797612404e-09 -1.904325249498011e-08 -3.231829460213286e-08 2.407457914066274e-08 4.637824886248657e-08 -5.324410979290581e-08 -1.213305180318185e-07 -6.319124581619644e-08 9.281348856793995e-08 1.177844750400808e-07 1.980341345104278e-09 -2.00815896112871e-08 -1.676152153628844e-08 5.217737726142785e-09 5.658227554615319e-09 1.915342484841482e-09 8.181874755531991e-10 6.395560413693367e-10 2.791851609078945e-10 1.351887766481627e-10 5.744068479643102e-11 2.661184969407835e-11 1.660039224428918e-11 9.563673434425155e-12 3.759050897991965e-12 1.217152209122246e-12 2.381809131211254e-13 -1.610431587910036e-14 -4.684108714438666e-14 -4.844958682374693e-14 -2.309704421099464e-14 -9.495789112962172e-15 -2.488099020403851e-15 6.909945361953671e-17 5.517698237936875e-16 1.441296572361673e-16 3.865267619457596e-17
7.649999999999999 2.742723011265557e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -2.21267842593589e-11 -5.795322050120389e-11 4.250113860347265e-12 8.413508816514798e-10 2.789103961034157e-09 -2.574529399034273e-09 -7.78926339883736e-09 2.889186930597165e-09 8.559565516767183e-09 -4.897165409010582e-09 -2.36654664377872e-08 -2.054728813520927e-08 6.442618857757268e-09 1.508213040892595e-08 3.086609066074606e-09 -6.447884490294319e-09 -4.32481707181636e-09 3.103522811765514e-10 -4.453156683537319e-10 -1.947045731922506e-10 2.015853623107712e-11 2.772874520624966e-11 3.506338741205332e-11 1.909933862106281e-11 1.231099978158109e-11 9.483432391621646e-12 6.590111716445776e-12 3.281335900385088e-12 1.377249788061607e-12 3.90112544716947e-13 7.1707575319459e-14 -1.740837003435531e-14 -3.488028189365928e-14 -2.312496346196343e-14 -1.203029838924187e-14 -4.918498806761105e-15 -1.737615259916241e-15 -5.974004617598535e-16 2.762475639566817e-17 -1.560236190861513e-17
7.8 -5.314989253910631e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 -2.690322115214162e-12 -1.099022800765343e-11 -6.003545410363666e-11 1.829620551828523e-10 3.790870469137576e-10 -4.66049346786516e-10 -8.183561970387466e-10 1.362586091662622e-09 2.872890400409178e-09 8.211838466757172e-10 -4.618733204051649e-09 -4.422725814832572e-09 1.094216446935558e-09 1.515389827662274e-09 3.878937779011921e-10 -1.062018701234261e-09 -4.793404541276959e-10 -2.234282092836939e-10 -9.102580336105642e-11 -5.170454971397235e-11 -2.058067214364062e-11 -4.373856332727854e-12 -1.658891491641333e-12 1.761124382683697e-13 8.20116337191018e-13 1.227041205436731e-12 1.080307433181496e-12 6.600667756612912e-13 2.750856636635231e-13 9.370850596893585e-14 1.845645660000978e-14 -5.571320855765029e-15 -7.800915798918741e-15 -5.529599426778628e-15 -2.68815676701503e-15 -1.141198521523842e-15 -4.887325958448239e-16 -4.575995243188059e-17 -2.129894817308861e-17
7.949999999999999 -1.135252842642998e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 1.238162506394345e-14 -2.794829353451747e-12 -1.669362705080265e-11 2.146339986116707e-11 7.757485608592361e-11 -4.929110467569963e-11 -1.149712760202571e-10 1.474780130466419e-10 5.399969000735922e-10 3.381176143307795e-10 -4.347903316857963e-10 -4.622408377480862e-10 1.101344908796264e-12 3.43127461160418e-10 1.15669475336806e-10 -9.498976480021885e-11 -6.616474002230201e-12 7.00286016869192e-13 -8.93687248479409e-12 -5.065016670831506e-12 -3.403017669284697e-12 -2.094469548648215e-12 -1.241955812059085e-12 -9.6831571124092e-13 -4.792964091562943e-13 -4.215281051320831e-14 9.13193653397696e-14 8.43111663143075e-14 4.563734357616472e-14 1.673475481302556e-14 3.210053945951638e-15 -1.092635419862844e-15 -1.952136111209552e-15 -1.240087187530752e-15 -5.922100542609971e-16 -2.594971396039838e-16 -5.156365345507592e-17 -1.533737253355971e-17
8.1 7.970185665076614e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 1.354417211333139e-13 -5.304257071025487e-13 -1.868988203571543e-12 3.311174913720553e-12 6.577559748552808e-12 -1.477291710231568e-11 -3.231455029278716e-11 1.013039991670045e-12 9.629121445495169e-11 7.384661510426506e-11 -4.947722381738293e-11 -4.374897260769045e-11 1.07004064012299e-11 5.119900421596297e-11 1.184712958612787e-11 7.790779056027286e-12 3.275903389899137e-12 1.229752107933506e-12 4.934998233895605e-13 -2.496883786466967e-13 -2.328653323620753e-13 -2.615088708586759e-13 -3.221894873604156e-13 -2.628481368977581e-13 -1.315293506372086e-13 -4.229484023243197e-14 1.66952341601053e-15 9.328983736047837e-15 5.944404090609686e-15 2.292695132735634e-15 3.021633312416005e-16 -4.865992525533939e-16 -4.403142958969533e-16 -2.442379226883667e-16 -1.130676364959462e-16 -2.881503135947293e-17 -9.03453695804202e-18
8.25 -1.247258591636859e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 3.304225611171395e-14 -5.401050639094953e-14 -3.294063504805285e-13 3.012880705306063e-13 7.455236096817244e-13 -1.544926601284868e-12 -5.744153120732483e-12 -2.07461993282162e-12 9.055571110338071e-12 6.405323809370112e-12 -2.257928444404381e-12 -7.78137725274285e-12 2.206022387465234e-13 4.27335581057978e-12 8.830863154052131e-13 1.147451869481732e-13 3.674586160880207e-13 2.279272098255544e-13 1.104521316213785e-13 7.939144290873201e-14 3.008790130579648e-14 -2.69186602993575e-15 -2.932900947616595e-14 -3.357450661257975e-14 -2.096771689788448e-14 -7.226951909033728e-15 -8.524633375335032e-16 7.790130920922926e-16 6.916327291865896e-16 2.580727848135273e-16 -2.530527131862827e-17 -8.662623430211928e-17 -6.527192975479869e-17 -3.563612300526693e-17 -1.099381601430125e-17 -4.161294321053158e-18
8.4 -1.340418907770964e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 3.043535395426112e-15 -7.184047589915254e-15 -2.251507498409754e-14 6.579557873706071e-14 1.71762773394035e-13 -7.98827079842009e-14 -9.311153570665696e-13 -5.572457054761383e-13 8.305931472345556e-13 5.662698911039697e-13 -5.259258936278901e-13 -1.030781594651889e-12 -3.869021636987955e-15 -9.145928197495261e-14 -5.41715157413936e-14 -5.582552264428751e-15 -3.401005446369028e-15 1.57463585970299e-14 1.789572062222778e-14 1.574448651483421e-14 1.541531143140627e-14 7.909101635560877e-15 -2.348513765451744e-16 -2.794460369089458e-15 -2.229839697433854e-15 -9.668484648994262e-16 -1.839293761655805e-16 9.070900863763208e-17 8.725234413061517e-17 3.661710083207794e-17 2.957357079184313e-18 -7.285646255934562e-18 -6.617621776740204e-18 -3.155912341462476e-18 -1.479520664334789e-18
8.549999999999999 -3.873611907699968e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 4.660495352976215e-16 -5.608801947859472e-16 -2.185216420728784e-15 6.282476265036422e-15 2.860374989294721e-14 1.079732871167936e-15 -8.132892821071325e-14 -4.007808496473442e-14 4.293709691999718e-14 8.232145875951466e-14 -4.681702033355272e-14 -7.734276026360934e-14 -1.920804811003373e-14 -7.751305595415522e-16 -5.74891426415708e-15 -5.391688253740922e-15 -1.824744892510052e-15 -9.372084290524264e-16 7.530740929361839e-16 2.319072078221816e-15 2.471769747706805e-15 1.401775980516938e-15 3.791779825566748e-16 -1.689289389471105e-16 -2.156038467128961e-16 -1.008461775835305e-16 -1.202292236558004e-17 1.507873196023124e-17 1.645049028715891e-17 7.705961146568727e-18 1.983282715617378e-18 -3.312808785466422e-20 -6.429112916037074e-19 -3.911662538561875e-19
8.699999999999999 6.64709860032107e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 2.554850800889084e-17 -9.499585681724335e-17 -3.999832746116854e-16 4.212687552165718e-16 4.205279432636173e-15 1.764770334120838e-15 -6.28247614018819e-15 -3.380189667427928e-15 7.206645048632334e-15 9.71801243352985e-15 -3.173966424063309e-15 -4.51212229685396e-17 6.075502836555597e-16 -4.236179460221431e-17 -4.950342326626999e-17 -3.654350980491137e-16 -5.094381578640649e-16 -3.453832981203147e-16 -1.573191622228818e-16 1.084569929422829e-16 2.346999355867405e-16 1.680655731168497e-16 5.343248595719622e-17 -7.901789449029043e-18 -1.715975814735807e-17 -8.173096294485018e-18 -1.299570593728532e-19 3.28723618615456e-18 2.470959473913984e-18 1.16484225358734e-18 4.137911637124266e-19 -5.27833272498062e-20 -6.449562230076877e-20
8.85 -1.825795480324977e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 2.260228815966875e-18 -8.097876609135317e-18 -6.196222124958965e-17 2.311475283512837e-17 3.302800293551928e-16 1.018566196873035e-16 -3.13616843213392e-16 -4.089995722252507e-16 6.371944717134216e-16 6.495456784464195e-16 1.609539487802676e-16 -2.683183899033665e-17 4.453113673491538e-17 8.178029240279407e-17 1.899622264820777e-17 -1.367443583015884e-17 -4.350945664676783e-17 -6.709092463191019e-17 -4.467012742904465e-17 -3.613890085104583e-18 1.50816612134711e-17 1.425774793511363e-17 5.635342577868892e-18 -9.710565357811283e-20 -1.615775117273938e-18 -7.66501073979684e-19 1.221947060580425e-19 3.534939584655777e-19 2.655947588511678e-19 1.387372227591891e-19 1.97370868733603e-20 -4.288659916329871e-22
9 -2.139283133247505e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 3.166211204331578e-19 -5.802946700280336e-19 -8.249056287640349e-18 -1.743583043346839e-18 2.193416686203441e-17 8.822967777792009e-18 -4.277062298679421e-17 -4.366318185695607e-17 3.978467498246108e-17 7.255845235096801e-18 -6.409440034879116e-18 -8.088497779589598e-19 1.873071489843403e-18 5.063483707881421e-18 6.872558469922842e-18 2.511705373194938e-18 -3.169855340233122e-18 -6.492624466897318e-18 -5.08457374547891e-18 -1.662490127364154e-18 8.028336131726645e-19 1.132082905990717e-18 4.694617326679236e-19 -8.079719801906472e-20 -1.779679116965658e-19 -1.013848368490339e-19 -9.433937472638508e-21 2.346069914812078e-20 2.174113768057803e-20 9.14864865953501e-21 3.206498466361588e-21
9.15 -1.36735142186199e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 4.525230794809936e-20 -4.075904317221029e-20 -5.69956376161798e-19 -6.398190279922364e-20 1.004886655856797e-18 8.914771226686574e-19 -3.463011778946994e-18 -2.591175129671183e-18 -5.147876522707542e-19 3.646653034541319e-19 -2.615803314441788e-19 -7.686632150168309e-19 -9.951594431987786e-20 4.675190866428953e-19 6.859130540147339e-19 6.55980381302145e-19 7.276704550441375e-20 -4.47568484729872e-19 -4.358012674207363e-19 -1.645826876664077e-19 4.353879018166158e-20 7.692799204288668e-20 2.90369821831397e-20 -1.176835095384435e-20 -2.435582229525595e-20 -1.342518354025826e-20 -3.518039996478686e-21 4.498420800457427e-22 1.754044150168957e-21 9.471729424936065e-22
9.299999999999999 4.63123587640824e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 5.444603122110539e-21 -2.332006911570571e-22 -3.297941940926015e-20 -8.256740229278043e-21 1.162198287400439e-19 8.891258146281196e-20 -1.945337674540884e-19 -4.452177250806674e-20 4.751062158213221e-20 1.565622143836418e-20 -2.623893979726587e-20 -4.355936847960703e-20 -4.345485402706913e-20 9.911192541490774e-21 7.40057392783033e-20 7.755905060030487e-20 2.4381972229336e-20 -1.889686373152209e-20 -2.90289557689986e-20 -1.310982698840944e-20 2.031205236962714e-21 6.323080950625602e-21 2.340965057294791e-21 -1.62376480741282e-21 -2.20117412593965e-21 -1.318671181867272e-21 -5.165906957310474e-22 1.233653308032199e-22 1.285194238883538e-22
9.449999999999999 -1.680102145301813e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 3.240403447991105e-22 -4.129193920242367e-23 -1.351455394767529e-21 -6.754182707813224e-22 8.437741439661983e-21 4.670493791737409e-21 1.901717478635282e-22 -1.571762500700535e-21 1.485508416517144e-21 4.030630333746942e-21 -1.53031650284828e-22 -4.638593121282736e-21 -4.694809074334349e-21 -1.373531346364975e-21 4.222065584079219e-21 6.069177216743319e-21 3.024031542017351e-21 -7.289024640190907e-22 -1.910494474496543e-21 -8.716476043918351e-22 3.326268430061508e-22 5.423320806312572e-22 2.420495584386104e-22 -6.604672527011531e-23 -1.43422901326744e-22 -1.012284263416247e-22 -1.970268411638295e-23 2.196390472597217e-24
9.6 -1.252754912485017e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 1.651661696541406e-23 1.009187480494182e-24 -1.358941236860101e-22 -6.954709031157127e-23 4.248233029231928e-22 1.008198910182454e-22 -1.840766161602545e-22 -7.415868270681949e-23 1.70283760305185e-22 2.117780291883413e-22 1.006865571575612e-22 -2.245657957701546e-22 -5.285093849463214e-22 -3.071905061054516e-22 1.874251005704403e-22 3.62979874993356e-22 2.081686217071323e-22 -3.447049518300033e-23 -1.106742933261111e-22 -4.912263936405986e-23 2.798582567997053e-23 5.422340795993548e-23 2.687605421624482e-23 2.221276198595575e-24 -6.022027546498941e-24 -5.93287901993355e-24 -2.338576007842704e-24
9.75 -8.698635815631576e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 5.936474740176479e-25 3.043627446725092e-26 -8.77734249166405e-24 -3.203742822468129e-24 1.708603591570256e-24 2.596243775780249e-24 -5.409251246724261e-24 -1.087556920145608e-23 3.905139230769421e-24 2.107576676896034e-23 1.409286225879024e-23 -1.327098275173206e-23 -3.657461461973734e-23 -2.652724236211343e-23 1.622936824049469e-24 1.912045537427799e-23 1.299401959335918e-23 -1.440522106265261e-24 -8.139732681390605e-24 -3.555961191795615e-24 2.641821516416741e-24 3.848394525143705e-24 2.217830863819092e-24 6.666774030911307e-25 -5.592982198223897e-25 -4.059380247679065e-25
9.9 -1.163770009765256e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 5.294580623959287e-26 1.143320723324349e-26 -3.961913426018305e-25 -8.759384773770141e-26 3.366886859320042e-25 1.319219775984884e-25 -5.226049337722773e-25 -5.350287882973827e-25 1.093835908182071e-25 1.124280906135882e-24 1.58882673033136e-24 -1.058832235693773e-25 -2.059289463755844e-24 -1.785056476650599e-24 -1.061257032051563e-25 1.067909078122427e-24 7.09560446194965e-25 -2.247913430964455e-25 -5.495387457867509e-25 -2.914659749831115e-25 9.274581400030725e-26 2.056732972878023e-25 1.428708724483765e-25 7.10956925648922e-27 -2.262221780104735e-26
10.05 -3.703031834465304e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 3.028929752935807e-27 4.316534768745554e-28 -2.373622186685035e-27 -1.358615858828385e-27 9.466954301898464e-27 1.393659494488399e-26 -1.456768153279717e-26 -4.677822294966975e-26 -1.263710482203824e-26 8.145379992203377e-26 1.163894308627656e-25 2.045037540410914e-26 -8.297620677623503e-26 -9.238654442220305e-26 -8.122551906135407e-27 5.274441767944184e-26 3.955957425990411e-26 -1.29919915788514e-26 -4.239102512234589e-26 -2.393143003268586e-26 -9.859048407829167e-28 7.580762214966639e-27 6.787757736643706e-27 1.915128701636173e-27
10.2 3.826443031962948e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 1.227939049882728e-28 2.200679585305552e-29 -2.638986308186744e-28 -8.456836957168864e-29 7.470714883653273e-28 6.504462672091032e-28 -8.351423305950245e-28 -2.441074709863754e-27 -1.757648973364344e-27 3.430863676172789e-27 6.58727815391366e-27 2.669959349287611e-27 -3.472957153790492e-27 -4.789258056742737e-27 -5.149656013483791e-28 3.439623007086352e-27 2.374073931334437e-27 -9.593227159032992e-28 -2.306445388609973e-27 -1.518955209936016e-27 -4.279924992293468e-28 5.846915196161267e-28 4.006584191079512e-28
10.35 -3.005759426653594e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 7.685182149778176e-31 -7.988583423095736e-33 -6.933716132169129e-30 -7.32805563763449e-30 2.124544262378676e-29 4.955583517056503e-29 -1.777730979211177e-29 -1.723048204346966e-28 -1.492182832448624e-28 1.309557806484164e-28 2.901369428556338e-28 1.396760226395418e-28 -1.668286282171121e-28 -2.19454311107569e-28 -2.939542255139048e-31 1.818861820303318e-28 1.553495625342867e-28 -1.464601023789452e-29 -9.582476536254751e-29 -7.624270219266269e-29 3.979943424686904e-31 2.1033969882954e-29
10.5 -2.366541084562607e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 6.795455502459625e-32 1.245153257909692e-32 -4.57942161742827e-31 -3.344227381089105e-31 1.222514588346696e-30 2.44080602432227e-30 -3.970672667111533e-31 -7.965690529415539e-30 -8.431327043516397e-30 2.426753255591952e-30 1.200711990379605e-29 6.638286718835467e-30 -6.929919521439822e-30 -1.147237067471676e-29 -5.783994099083726e-31 1.127162548879862e-29 9.028211482832043e-30 1.383799112223624e-30 -2.71351280557146e-30 -3.295271884054264e-30 -8.023490141538213e-31
10.65 1.084729172694492e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 1.616511272821032e-33 1.0538498769271e-33 -1.243928841607963e-32 -2.252739045823264e-32 3.874264030613506e-32 1.596510323688192e-31 4.145874255390532e-32 -3.327239093063903e-31 -3.834344857205286e-31 6.406344546485911e-32 5.318646856255423e-31 2.839311354267111e-31 -4.009757399196948e-31 -5.473199168724133e-31 -2.379708049080699e-32 4.622806214430074e-31 4.22139400603732e-31 1.506642047944512e-31 -2.041666264266783e-31 -1.554229317621009e-31
10.8 -3.3020981041414e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 9.204551959425343e-35 5.191465473879329e-35 -6.583987478585179e-34 -1.040482801190469e-33 1.936921641336279e-33 7.219583523282e-33 3.181649418742726e-33 -9.99757247548246e-33 -1.490964253137021e-32 2.580769312885944e-33 2.052942959109484e-32 1.187926189326298e-32 -1.645234787665266e-32 -2.934087286542665e-32 -6.573297367276988e-33 1.424154452783916e-32 1.578276701432703e-32 1.441172762853918e-33 -5.738149114215305e-33
10.95 7.356130141592684e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 2.297761415700343e-36 3.212317160361445e-36 -2.13361321959728e-35 -6.223253102172696e-35 5.273698570695744e-35 2.89903781174443e-34 1.790327429911948e-34 -3.400504019476177e-34 -6.007358564895151e-34 7.573619505199497e-35 9.550830634835558e-34 5.361021852991837e-34 -8.50232713849137e-34 -1.242180828798084e-33 -4.746458856835787e-34 2.659005800917065e-34 6.825656221550015e-34 2.134264264163706e-34
11.1 -7.951902663472696e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 0 1.099730326157648e-37 1.414998408999576e-37 -1.060721898317869e-36 -2.665778415166102e-36 1.397578313899747e-36 8.914983450230285e-36 6.600169180771786e-36 -1.296179126813531e-35 -2.125185778886894e-35 5.376401112261933e-36 3.627602170173916e-35 2.473481123534988e-35 -2.478554383698037e-35 -4.292019383511752e-35 -2.324807928511513e-35 2.361475838679411e-35 2.419868930605788e-35
11.25 -4.217938122150386e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 3.368361092616409e-39 7.770791509708453e-39 -3.430787498366855e-38 -9.999503320655243e-38 1.133981343741011e-38 2.868148730809243e-37 2.417244992526996e-37 -4.18899764057993e-37 -8.482680683121816e-37 1.323685863472214e-37 1.634435308806481e-36 1.122925344939562e-36 -4.748364140843737e-37 -1.173793808861692e-36 -5.351395796839321e-37 4.581760241708959e-37
11.4 -1.009355986872411e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 0 1.561519918031263e-40 3.131225942687747e-40 -1.077232996950536e-39 -2.950742102003888e-39 1.786255252409885e-40 9.943201988035043e-39 7.916542374148671e-39 -1.71455025682039e-38 -2.946691369007429e-38 6.583370971852391e-39 5.19398322212506e-38 4.15582270752038e-38 -4.64388388181771e-40 -5.34422976904911e-38 -2.650332099390293e-38
11.55 -1.356927461927479e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 0 0 4.934102727755623e-42 1.088184077791154e-41 -2.414844767229771e-41 -8.762631706490791e-41 5.449740586360783e-42 2.9612109469551e-40 2.710390659587769e-40 -5.196985558882093e-40 -1.169652315609933e-39 -2.907567459436222e-41 1.337533060210474e-39 1.261048988215318e-39 -6.838928543274893e-40 -1.384757697175603e-39
11.7 -4.18090411980257e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 0 0 -0 1.485862391844913e-43 3.021904885542076e-43 -6.596563120321801e-43 -2.75958033225587e-42 4.958722565743421e-44 1.041617379249039e-41 8.812935012080369e-42 -2.015012772350607e-41 -3.634698032171775e-41 -8.342241238604963e-42 2.607004944345872e-41 3.964911147414371e-41 -4.399458935048888e-42
